Avg. Area Income,Avg. Area House Age,Avg. Area Number of Bedrooms,Area Population,Avg. Area Number of Rooms,Address,Price
81054.50952,4,4,45684.34153,1,Narmak,4200000000
69113.25391,4,4,48474.50695,4,Mirdamad,1955000000
79458.59516,7,1,46292.38464,3,Tehransar,2024000000
66866.4966,6,2,32428.4775,2,Jeyhoon,2139000000
61117.30431,7,2,32508.46387,1,Shahr-e-Ziba,1630000000
73056.52611,5,4,45565.90056,5,Yakhchiabad,9800000000
76911.51552,3,2,27891.00073,1,Persian Gulf Martyrs Lake,4000000000
65014.70734,8,5,23416.65945,3,Shoosh,3500000000
76717.09736,6,3,22276.37307,2,Shahrake Quds,7000000000
63330.50652,8,1,20383.57434,4,Jeyhoon,3100000000
57996.66741,6,4,45786.86126,2,Parand,2450000000
74264.41748,3,4,47367.07226,5,Parand,1920000000
60243.73329,7,3,33350.12127,2,West Ferdows Boulevard,1200000000
77978.59004,8,2,39730.68309,3,Southern Janatabad,1900000000
73458.72659,3,1,31514.42432,3,Shahrake Qods,4400000000
73907.47905,5,5,37171.01136,4,Daryan No,3580000000
51628.01456,9,5,32713.0995,2,Parand,3750000000
96397.58268,4,3,22681.92948,3,Velenjak,2850000000
68144.436,3,3,33488.90642,3,Mehran,3750000000
58547.88696,5,1,40083.80157,3,Persian Gulf Martyrs Lake,3050000000
78054.14552,8,5,16143.66497,2,Ostad Moein,4500000000
77453.47979,8,3,53100.27867,1,Kamranieh,4520000000
75728.69859,7,1,46231.02645,4,Punak,4350000000
61081.35086,4,3,25627.54628,3,Sattarkhan,8500000000
72120.35347,6,5,49375.92529,2,Punak,3300000000
76452.80738,8,3,24441.96637,5,Shahran,8350000000
53056.92104,5,3,35762.87062,5,West Ferdows Boulevard,4500000000
63081.1021,4,1,41562.41094,4,Waterfall,5100000000
66915.88588,5,3,26897.13476,2,Punak,2970000000
70224.58213,6,5,43719.47956,2,Central Janatabad,460000000
56610.64256,3,4,25494.7403,5,Central Janatabad,3150000000
73679.16564,7,4,19414.33715,1,Mehran,1090000000
57115.48368,4,2,31202.09973,4,Marzdaran,810000000
63270.35175,9,4,48531.79491,2,West Ferdows Boulevard,3200000000
68728.22706,3,1,46415.35873,2,Shahryar,2000000000
57630.37364,7,2,38748.5042,4,Vahidiyeh,1035000000
80949.35558,8,3,40034.41955,2,Velenjak,1090000000
60587.02532,7,5,35683.6725,2,Daryan No,1035000000
42258.77454,6,3,49215.66342,3,Ostad Moein,10000000000
78757.68198,6,5,20453.29519,4,Parand,1035000000
47594.44824,6,1,41311.06762,5,Punak,1245000000
54465.74737,5,3,7234.963521,5,West Ferdows Boulevard,1035000000
52399.74779,6,3,18116.61818,2,Shahrake Gharb,2650000000
68944.99771,5,2,56617.14328,2,Damavand,2700000000
73345.67319,6,5,46245.41557,4,Beryanak,3600000000
73789.39613,4,1,40939.76707,3,Andisheh,6500000000
66047.05353,5,1,26534.6979,4,West Ferdows Boulevard,3900000000
75908.6705,3,5,35040.3312,1,West Ferdows Boulevard,1510000000
84657.62364,5,5,37068.48676,5,Mehran,16160000000
68074.42797,4,3,32060.70901,2,Shahran,500000000
49869.47974,9,2,36325.67877,5,Niavaran,600000000
60300.6653,7,4,34195.57506,2,Ostad Moein,750000000
75245.46544,5,1,37410.66993,5,Marzdaran,600000000
76076.1063,7,5,45327.57551,1,Feiz Garden,3300000000
81464.86494,5,2,45712.25194,2,Pasdaran,20000000000
57094.78149,7,4,30878.99927,5,Pasdaran,450000000
74692.89514,3,3,58221.97699,5,Pirouzi,570000000
75916.304,3,3,52072.35676,3,Marzdaran,6700000000
47129.09815,3,4,34721.16281,2,Chidz,2950000000
62317.08735,4,4,36075.80579,3,Farmanieh,350000000
57576.05395,9,4,28653.59471,1,Central Janatabad,2750000000
77481.70835,4,1,30735.59554,3,Mahmoudieh,4590000000
75408.35862,6,4,33003.25985,1,Tehran Now,3300000000
73739.84754,6,3,38988.12797,3,Marzdaran,20000000000
69327.70246,8,4,31948.93659,5,Kook,4200000000
96550.99888,3,3,25707.07658,4,Niavaran,7485000000
84487.8323,7,4,41764.6632,1,Ghoba,11250000000
53338.98917,9,2,45234.81835,3,Southern Janatabad,9200000000
78747.69557,7,3,48614.33245,2,Central Janatabad,850000000
73477.97642,7,1,46610.61533,2,West Ferdows Boulevard,1500000000
81159.794,8,5,40861.61542,2,Damavand,60000000
73294.46147,6,1,32253.01802,2,Salsabil,11000000000
60946.59112,7,2,39660.6713,4,Punak,5500000000
53793.17648,5,3,43458.00177,2,Salsabil,13800000000
65480.3066,4,1,35056.75102,4,Amirieh,11500000000
66987.51037,5,5,26672.07778,1,Salsabil,900000000
66626.53964,6,2,20257.79036,5,Shahran,12300000000
63445.86436,5,5,46462.31348,3,Southern Janatabad,1750000000
50935.95923,9,3,44128.20096,1,Republic,6100000000
74085.9208,4,2,49674.4334,4,Rudhen,730000000
64410.67999,4,5,47477.00521,4,Amirieh,13000000000
66710.0243,3,4,34238.4927,4,Qasr-od-Dasht,18500000000
43940.87136,7,4,23999.07857,4,Amirieh,23000000000
69313.96972,6,3,30418.68189,1,Amirieh,7950000000
66398.4036,8,3,25841.52941,4,Parand,2050000000
67136.0755,4,5,31846.25336,4,West Ferdows Boulevard,1950000000
66547.01645,3,3,27850.8229,2,Shahr-e-Ziba,8100000000
72472.36674,8,4,19745.49279,2,East Ferdows Boulevard,1200000000
82958.01974,8,4,43015.09274,2,Abazar,850000000
88968.52173,5,4,34751.73695,3,Pasdaran,580000000
83417.24412,9,2,34922.25372,3,Heravi,960000000
68613.00933,4,5,31936.44235,1,Southern Janatabad,6500000000
68527.3355,3,4,38852.68046,2,Abazar,9450000000
78818.71485,4,1,20631.29781,5,Islamshahr,6050000000
76948.4508,4,1,33189.80031,4,Kahrizak,6500000000
56315.35158,8,2,40985.4772,5,Javadiyeh,14000000000
84898.79649,5,5,46066.86885,5,Shahran,7980000000
54094.85194,7,2,29371.03371,3,Southern Janatabad,6000000000
68661.24746,3,2,25431.39781,2,Saadat Abad,650000000
87062.45741,6,1,15007.77286,2,Saadat Abad,1100000000
82093.55911,9,2,30644.23589,4,Atabak,6300000000
58521.89628,3,3,44423.49869,4,Saadat Abad,9000000000
71117.40595,7,1,43998.06351,3,Saadat Abad,7900000000
76888.25246,3,5,40974.15205,5,Saadat Abad,3795000000
64608.22231,5,5,36947.25904,5,Damavand,6700000000
60555.03963,9,5,46257.12379,5,Saadat Abad,4000000000
80980.26057,5,2,37340.98294,5,Central Janatabad,1600000000
69945.4618,4,1,25022.09883,2,Shahran,2000000000
56956.34414,8,1,57931.67323,1,Yousef Abad,1109700000
59580.33162,5,5,38525.2392,2,Shahran,1250000000
75398.0768,4,4,42304.31774,3,Darabad,1608000000
79055.6522,5,4,41724.90928,1,Si Metri Ji,315000000
68113.31124,9,4,44316.38482,5,Narmak,585000000
90201.40464,3,4,35220.86194,5,Mirdamad,3250000000
44206.21021,6,2,23033.54833,1,Tehransar,9300000000
82748.75136,8,5,20152.16961,1,Jeyhoon,1850000000
78933.49592,3,2,28675.19043,1,Shahr-e-Ziba,2210000000
55833.70199,9,1,37838.86633,1,Yakhchiabad,2400000000
73853.70376,8,2,34823.60503,5,Persian Gulf Martyrs Lake,3170000000
76956.49145,9,1,23867.32598,3,Shoosh,1100000000
72682.75796,3,2,45348.55875,4,Shahrake Quds,1100000000
64188.5254,4,1,34211.29696,1,Jeyhoon,3200000000
83656.48931,9,1,42841.74162,3,Parand,4700000000
53793.28059,5,5,37683.74582,1,Parand,2730000000
89910.75164,6,1,37517.88304,3,West Ferdows Boulevard,5550000000
64105.60601,8,5,42938.16233,4,Southern Janatabad,5950000000
60075.89061,8,5,30394.88704,3,Shahrake Qods,6200000000
72331.67854,5,3,34718.07293,5,Daryan No,2100000000
42969.65939,8,3,29594.08986,1,Parand,2000000000
48418.25234,8,5,41513.39942,2,Velenjak,1390000000
57880.64441,7,2,20255.9803,4,Mehran,1574000000
74992.15533,3,3,30885.20321,2,Persian Gulf Martyrs Lake,1712000000
54203.30082,5,4,60388.34425,2,Ostad Moein,4230000000
70632.60722,4,2,45919.26116,3,Kamranieh,3300000000
86051.0873,8,1,49475.67121,4,Punak,32500000000
72630.0094,8,1,45888.87423,1,Sattarkhan,6800000000
61821.94044,7,4,19123.41954,2,Punak,500000000
70754.59688,9,2,25442.39728,3,Shahran,3150000000
62840.19047,7,2,35658.69268,3,West Ferdows Boulevard,1150000000
54259.47605,6,5,26482.16068,5,Waterfall,2575000000
56060.90043,7,1,42461.31544,4,Punak,5500000000
86401.89381,8,2,38799.43232,1,Central Janatabad,3450000000
73466.77183,7,4,43108.01999,5,Central Janatabad,3050000000
70817.39831,8,4,33597.49765,4,Mehran,2800000000
79661.16409,8,2,44099.74898,1,Marzdaran,460000000
61506.59477,8,4,53962.05633,4,West Ferdows Boulevard,5700000000
78114.42133,7,2,41831.04112,2,Shahryar,7000000000
73779.09308,4,4,40935.06246,1,Vahidiyeh,440000000
78705.90987,3,1,40204.52046,5,Velenjak,2080000000
83145.08571,9,3,7360.295191,3,Daryan No,1300000000
63232.94007,6,2,33637.95541,4,Ostad Moein,1900000000
71560.01989,4,5,40311.27626,2,Parand,7500000000
79310.36198,7,4,43982.18896,4,Punak,4700000000
56290.32129,9,4,27648.72339,1,West Ferdows Boulevard,9800000000
74526.49852,9,3,32518.48449,4,Shahrake Gharb,6300000000
61467.74963,7,5,38816.13582,2,Damavand,6250000000
73658.11674,4,1,57646.3915,5,Beryanak,4500000000
56743.57798,3,4,23889.15663,4,Andisheh,8100000000
63582.97606,8,1,52070.89638,1,West Ferdows Boulevard,81600000000
78358.94845,7,2,40591.32522,3,West Ferdows Boulevard,2350000000
82743.50931,5,5,41859.0724,4,Mehran,3600000000
61877.54906,4,3,28604.94368,4,Shahran,14000000000
59963.91404,7,2,39170.30806,3,Niavaran,11600000000
58099.53712,4,1,27063.08781,1,Southern Janatabad,8900000000
75054.75347,3,1,37179.35057,2,Vahidiyeh,1830000000
79163.77862,7,5,31514.44338,4,Shadabad,7700000000
69442.44539,4,4,56984.14525,5,Andisheh,8700000000
76181.20752,3,2,22850.03376,1,West Ferdows Boulevard,2400000000
56799.07406,8,3,52875.06496,3,Persian Gulf Martyrs Lake,514000000
52511.65435,4,3,24612.98724,2,Persian Gulf Martyrs Lake,2000000000
86362.7834,6,5,34050.12992,1,Persian Gulf Martyrs Lake,75000000000
74230.51796,3,4,19108.53486,1,Beryanak,2100000000
80793.42091,4,4,25377.56176,3,Gheitarieh,1900000000
72618.53846,8,4,37345.91172,5,Parand,1950000000
48662.29928,5,3,29002.0961,5,Ozgol,4200000000
71277.26843,8,1,36325.78762,4,Yousef Abad,3620000000
80285.68125,5,5,48633.82943,4,Punak,7474000000
62681.79809,9,4,17454.45522,5,Salsabil,1720000000
65673.75136,8,4,32367.44638,4,Andisheh,3000000000
64426.86589,9,1,18214.31405,2,Persian Gulf Martyrs Lake,7600000000
83801.82006,9,5,33184.55158,3,Parand,5000000000
87638.11565,5,5,34109.24426,2,Ozgol,8450000000
69179.70041,4,4,36323.69445,2,Narmak,950000000
77540.89419,7,5,21671.51414,1,Southern Janatabad,3160000000
67612.49203,7,2,40272.36565,2,Gheitarieh,726000000
73180.67337,6,3,43144.71493,5,Gheitarieh,1050000000
75786.34924,9,1,36352.35133,2,Southern Janatabad,2870000000
68294.30753,8,3,21770.67356,2,Farmanieh,2150000000
57684.52669,4,4,31033.02311,3,Ahang,4300000000
71701.8418,3,5,27610.38763,4,West Pars,9300000000
68259.16034,9,5,17861.31731,5,Parand,3940000000
70972.24051,6,4,45696.87473,5,Naziabad,15225000000
71307.90299,6,4,27619.16309,4,Punak,4700000000
87626.94348,3,1,36654.46346,2,Parand,3300000000
66651.6003,6,4,46165.70063,3,Jordan,3400000000
68600.0416,7,5,39091.21823,1,Afsarieh,7550000000
67846.04866,4,1,27442.09616,1,Jordan,2450000000
63345.18738,7,4,41461.94693,3,Azarbaijan,5000000000
66262.19253,9,1,45055.2401,1,Azarbaijan,1750000000
73659.10345,3,1,39575.38909,1,Pardis,12500000000
60904.45073,6,3,33078.14996,1,Kook,8800000000
63543.58805,3,5,44541.64605,1,Shahrake Gharb,940000000
67582.84414,4,3,41529.6954,1,Shahrake Gharb,10000000000
54841.76459,3,2,31196.47801,1,Shahrake Gharb,1110000000
69657.36279,8,2,29973.09356,1,Shahrake Gharb,1590000000
66369.75098,8,3,18683.53506,4,Andisheh,5544000000
68785.85474,3,3,40634.94902,2,Parand,4100000000
61306.11813,6,4,37252.72,3,Jeyhoon,5400000000
54850.74177,5,3,38390.67149,4,Parand,2400000000
71795.85833,7,3,49773.19509,3,Parand,389000000
69676.59651,7,3,31727.36438,2,Central Janatabad,5000000000
55815.56872,4,2,42961.7642,5,Gheitarieh,3500000000
71332.55303,3,2,49628.41471,5,Vahidieh,1100000000
61951.17044,8,1,31521.27571,1,Salsabil,1484000000
57855.69136,6,2,40581.75932,1,Afsarieh,25900000000
66706.07453,6,4,38981.04403,5,West Ferdows Boulevard,8100000000
54890.1033,3,4,32642.03744,4,Shahran,1242000000
61666.49943,5,2,24865.98505,1,East Ferdows Boulevard,380000000
75435.42425,6,3,22637.48514,1,Southern Janatabad,45000000000
61682.99948,3,4,29674.03236,1,Northern Janatabad,995000000
68211.28951,9,4,40808.98878,1,West Pars,1550000000
75282.44801,6,2,28385.50253,4,Southern Janatabad,5200000000
67143.75045,4,1,32715.66074,3,Southern Janatabad,1380000000
68974.10287,6,4,31832.99262,4,Southern Janatabad,3200000000
69845.23819,6,4,37014.02104,1,Central Janatabad,565000000
74475.54481,6,2,21149.00725,2,Narmak,550000000
70219.69037,6,5,28553.81548,1,Niavaran,850000000
64455.7791,5,3,29066.21781,2,ShahrAra,2760000000
42940.13894,6,4,45709.11709,2,Parand,4650000000
66490.83327,4,1,33650.09384,5,Marzdaran,3900000000
64261.82856,9,2,41190.54637,2,Feiz Garden,550000000
85207.42505,6,1,40946.07085,1,Pasdaran,2400000000
76268.09274,3,5,25978.89523,4,Pasdaran,1250000000
69918.44186,9,4,54346.75234,3,Pirouzi,15350000000
51144.8509,4,3,18277.60136,3,Marzdaran,1250000000
72583.25334,4,1,21768.32105,4,Chidz,750000000
58182.06087,9,2,17668.95198,4,Farmanieh,2650000000
85952.49316,7,3,24222.47091,2,Central Janatabad,2150000000
79801.75734,4,3,33579.9133,5,Mahmoudieh,3800000000
67922.60483,6,5,35447.92121,3,Tehran Now,3500000000
46062.75427,9,3,28288.33249,2,Marzdaran,2330000000
83658.66099,5,4,42647.86966,2,Kook,2050000000
58299.82603,3,1,31675.26753,1,Niavaran,870000000
62342.84718,8,5,38010.37274,3,Ghoba,3600000000
44328.2563,6,5,20820.24137,1,Southern Janatabad,560000000
73470.93316,6,5,32855.5057,1,Central Janatabad,4200000000
64438.10915,3,5,40538.96124,5,West Ferdows Boulevard,1950000000
54516.63198,6,5,51298.9504,5,Damavand,2350000000
74182.50577,7,5,14659.99426,4,Salsabil,1900000000
43800.29197,5,2,34184.96587,3,Punak,2450000000
50703.15292,9,5,26324.20787,1,Salsabil,5000000000
81721.60582,6,2,40454.81895,4,Amirieh,3500000000
74455.44203,7,3,62449.97385,1,Salsabil,1980000000
61634.0358,7,5,46857.47027,1,Shahran,2080000000
47634.19218,4,2,51505.71168,2,Southern Janatabad,3700000000
81093.2315,3,3,38473.12773,2,Republic,1900000000
50571.40647,9,1,40913.30483,1,Rudhen,2100000000
69799.54988,8,3,17217.21682,5,Amirieh,1920000000
80955.09234,6,2,29431.80687,4,Qasr-od-Dasht,2500000000
99317.82315,8,5,50350.35229,5,Amirieh,2300000000
53510.24435,4,4,22977.91539,1,Amirieh,2300000000
77755.5397,8,5,22239.28398,5,Parand,2280000000
67726.19292,7,4,37158.73837,5,West Ferdows Boulevard,3600000000
46135.24786,9,1,39232.22491,5,Shahr-e-Ziba,1950000000
77089.65366,7,2,46740.88672,3,East Ferdows Boulevard,1850000000
88850.47602,8,2,26565.33433,2,Abazar,2050000000
61828.03256,3,4,43068.22881,4,Pasdaran,2350000000
70553.46367,3,5,43538.29597,2,Heravi,3450000000
65220.10452,5,5,22585.2362,2,Southern Janatabad,1300000000
77932.5664,3,1,29085.13579,1,Abazar,1920000000
54341.1538,7,1,30542.21225,1,Islamshahr,2500000000
70850.39992,5,2,33845.64695,2,Kahrizak,1850000000
68482.91036,5,5,37366.8598,4,Javadiyeh,5200000000
67006.3622,4,4,34653.7981,1,Shahran,3450000000
81941.22296,6,3,41766.85756,3,Southern Janatabad,4170000000
71717.86935,8,5,27524.95593,2,Saadat Abad,3250000000
80168.91115,7,3,24833.29858,1,Saadat Abad,1800000000
73047.32581,5,5,47053.45906,3,Atabak,2120000000
76186.84722,7,3,30829.90595,3,Saadat Abad,1780000000
50764.67343,5,5,33577.08481,5,Saadat Abad,2250000000
72551.36976,4,4,39740.06394,1,Saadat Abad,3500000000
59981.13398,8,3,49620.38257,4,Damavand,2150000000
74521.14052,8,5,26251.87217,5,Saadat Abad,1860000000
77853.31613,5,4,38031.07264,1,Central Janatabad,3200000000
71684.09549,5,5,24555.33668,2,Shahran,1880000000
76223.56126,5,5,30165.33745,3,Yousef Abad,3300000000
51654.2801,7,1,28197.61822,5,Shahran,2000000000
60717.39827,4,3,42891.59894,2,Darabad,3250000000
69413.6134,4,1,43722.51676,4,Si Metri Ji,1950000000
78529.52768,7,3,23897.11627,5,Narmak,470000000
71350.77628,4,2,29207.16029,2,Mirdamad,2555000000
70250.56875,4,3,35271.36464,5,Tehransar,1970000000
54725.20287,6,1,26993.35724,2,Jeyhoon,5100000000
68508.32406,3,3,25290.40994,2,Shahr-e-Ziba,3762000000
66789.16181,6,2,35735.32371,3,Yakhchiabad,1585000000
62087.47464,6,1,43013.79648,3,Persian Gulf Martyrs Lake,540000000
77345.47238,5,1,26706.91103,2,Shoosh,4000000000
52018.16462,7,4,60742.63487,5,Shahrake Quds,13625000000
87916.90962,3,1,32697.87881,3,Jeyhoon,18715000000
44710.18346,3,2,56584.4138,1,Parand,4000000000
44048.45669,5,3,40942.59401,3,Parand,4050000000
64201.50317,9,4,23252.16459,4,West Ferdows Boulevard,4660000000
80778.5735,6,1,42462.02841,1,Southern Janatabad,3200000000
54407.07785,5,5,36707.94163,3,Shahrake Qods,6625000000
70594.15766,3,1,55601.04894,4,Daryan No,15500000000
66357.88017,3,2,39575.97947,4,Parand,2300000000
62141.69861,5,4,37463.83648,2,Velenjak,3100000000
83774.5433,3,5,37130.79685,3,Mehran,3100000000
39777.60691,8,1,38725.4243,1,Persian Gulf Martyrs Lake,3300000000
83088.0696,9,5,40564.63881,1,Ostad Moein,2150000000
52588.68365,7,4,32938.35564,4,Kamranieh,400000000
57818.79941,3,5,37984.18798,3,Punak,2800000000
81462.86286,5,5,31484.95511,3,Sattarkhan,2240000000
74584.37392,4,4,46372.74504,3,Punak,1900000000
67445.13841,5,3,36419.17069,2,Shahran,2920000000
61660.27229,5,3,50291.35995,5,West Ferdows Boulevard,520000000
74405.37257,4,4,28304.92386,4,Waterfall,535000000
71074.79941,9,3,44214.49364,5,Punak,11000000000
77864.5148,5,1,25200.42395,2,Central Janatabad,8990000000
70692.37299,4,1,31027.50583,5,Central Janatabad,6200000000
72750.56473,5,2,45134.65342,1,Mehran,1580000000
76483.58551,6,4,54737.92664,1,Marzdaran,3650000000
74401.69918,3,5,26015.38384,3,West Ferdows Boulevard,3250000000
59378.44838,7,2,43306.35042,1,Shahryar,1200000000
84691.77031,7,3,22216.78721,4,Vahidiyeh,4480000000
66832.30745,5,1,41344.5206,1,Velenjak,3350000000
81947.83832,4,3,43487.57712,5,Daryan No,2600000000
68342.25967,5,3,34530.72763,1,Ostad Moein,900000000
52941.73085,9,1,54294.76621,3,Parand,1875000000
81785.71266,5,2,56712.06902,5,Punak,1950000000
94494.38435,4,1,31307.5215,5,West Ferdows Boulevard,2500000000
68177.40477,4,5,23835.28645,3,Shahrake Gharb,1510000000
65893.44773,6,1,28173.79002,3,Damavand,5750000000
71793.86826,6,2,53272.79247,1,Beryanak,1050000000
90864.87746,9,4,39183.03228,5,Andisheh,3600000000
62034.98064,3,2,29194.00407,1,West Ferdows Boulevard,3500000000
75545.62733,4,1,32614.31774,5,West Ferdows Boulevard,3270000000
74852.73538,3,3,26120.66089,3,Mehran,7400000000
62303.11302,9,3,33711.72484,1,Shahran,3600000000
71481.03493,9,2,45246.1741,3,Niavaran,8400000000
80484.87001,5,5,28076.97938,1,Ostad Moein,2700000000
84431.67331,7,3,26124.40716,5,Feiz Garden,4520000000
55707.35382,5,2,22588.57754,2,Southern Janatabad,6900000000
81023.01749,7,5,30501.64782,5,Niavaran,1570000000
72466.08059,7,3,12113.11474,2,Parand,1970000000
71663.29801,7,4,35315.03035,4,Dorous,2580000000
81881.60723,8,2,62340.64,3,Parand,5250000000
85480.43728,3,2,47508.80534,4,Southern Janatabad,47450000000
63753.86424,8,5,31347.68978,5,Southern Janatabad,15500000000
56935.32996,6,1,32965.93529,4,Parand,1950000000
66513.88445,7,5,5727.485885,2,Southern Janatabad,4800000000
72554.53595,7,1,36249.40583,1,Parand,10230000000
69956.75188,8,5,35148.16491,1,Southern Janatabad,5080000000
65126.70305,7,5,47258.75993,5,Parand,2900000000
71270.84203,4,1,40130.80794,1,Southern Janatabad,13000000000
59124.12488,3,2,36442.99498,3,Southern Janatabad,1600000000
55383.02378,3,1,36106.36886,2,Parand,11375000000
52512.84234,3,3,25943.0776,3,Southern Janatabad,8500000000
77050.18056,3,4,47171.9103,5,Southern Janatabad,6200000000
73267.90029,7,3,44674.46711,5,Southern Janatabad,1980000000
58585.09602,4,4,28026.78288,3,Parand,535000000
72770.16686,4,5,21357.03653,1,Southern Janatabad,7000000000
70203.60018,6,5,40588.57311,5,Southern Janatabad,610000000
75841.48726,4,5,48641.80172,4,Parand,35200000000
73679.40406,9,3,42734.24328,5,Southern Janatabad,38500000000
72928.96581,4,2,38728.04346,1,Southern Janatabad,5500000000
64448.81994,7,2,21240.1529,3,Parand,12500000000
52652.65234,5,1,34776.58591,5,Southern Janatabad,7550000000
78482.22889,6,1,28452.31484,1,Southern Janatabad,1950000000
68398.36246,9,3,49548.71879,2,Parand,3300000000
73921.63556,6,3,36269.23295,5,Southern Janatabad,16300000000
71162.38124,4,3,39134.55477,5,Southern Janatabad,6500000000
61269.67441,5,3,36337.75525,3,Southern Janatabad,12400000000
75175.00476,9,4,25943.714,3,Parand,15000000000
71286.51245,6,3,36411.97409,5,Southern Janatabad,1450000000
52190.96795,5,2,39309.46426,2,Southern Janatabad,10000000000
84054.4344,6,4,38712.70774,4,Marzdaran,6700000000
69017.58125,7,1,27751.98513,3,Feiz Garden,2350000000
81490.49041,4,5,55928.08704,1,Pasdaran,5600000000
69273.77543,3,2,42086.78901,2,Pasdaran,3900000000
87106.5138,4,1,44102.19973,3,Pirouzi,425000000
59821.35629,5,1,54223.65565,5,Marzdaran,940000000
69517.84437,4,2,39739.75719,4,Chidz,3280000000
95358.18055,5,4,49759.12781,3,Farmanieh,3000000000
45546.64341,9,1,34810.67951,3,Central Janatabad,11500000000
69664.07576,6,2,37012.99343,4,Mahmoudieh,7425000000
65221.12656,4,3,34752.93825,2,Tehran Now,3670000000
74452.82103,5,5,37298.07148,2,Marzdaran,3500000000
61046.28866,5,2,40277.89925,3,Kook,1800000000
66537.59487,7,1,39265.01197,4,Niavaran,1550000000
64675.75114,8,5,36376.48857,5,Ghoba,870000000
56586.12999,7,3,19540.90757,1,Southern Janatabad,5600000000
66148.99082,7,1,38903.19826,2,Central Janatabad,3000000000
62714.62369,8,2,40082.66311,3,West Ferdows Boulevard,4500000000
73490.59998,3,2,52452.0791,5,Damavand,2400000000
51858.90428,6,2,28593.87968,3,Salsabil,6300000000
67481.41474,8,2,18846.25449,3,Punak,725000000
74497.67308,3,4,28160.45754,3,Salsabil,2000000000
70073.50299,3,3,40109.82955,4,Amirieh,2700000000
86458.98086,4,3,22321.43516,1,Salsabil,2100000000
56894.40224,9,1,32478.66494,4,Shahran,2200000000
58153.2293,4,4,45756.53195,2,Southern Janatabad,2500000000
84556.63627,5,1,31797.31744,1,Republic,8000000000
82732.98111,4,2,41136.52722,4,Rudhen,7100000000
65694.05127,7,1,43406.71203,3,Amirieh,2100000000
76061.35071,3,3,40876.96459,4,Qasr-od-Dasht,2200000000
66935.47508,6,1,17573.6171,1,Amirieh,2050000000
73148.51334,8,4,40372.16567,4,Amirieh,1500000000
77961.22193,9,2,23334.68028,4,Parand,3900000000
60553.244,9,3,37277.88702,2,West Ferdows Boulevard,770000000
79500.39895,5,1,32069.11741,4,Shahr-e-Ziba,4300000000
63237.10995,3,3,33805.57856,1,East Ferdows Boulevard,2400000000
71348.72652,6,4,34405.94764,3,Abazar,1507000000
75654.77702,6,3,49451.17854,4,Pasdaran,950000000
83539.26859,5,2,37676.56472,3,Heravi,1900000000
85719.68813,6,3,38030.22424,3,Southern Janatabad,2750000000
75571.04402,7,4,33988.43586,3,Abazar,610000000
57227.32404,8,1,20744.00476,4,Islamshahr,3300000000
59256.07295,9,3,32695.18332,5,Kahrizak,2380000000
64975.66283,6,5,36975.05217,5,Javadiyeh,2000000000
65310.43112,9,4,40677.55053,1,Shahran,3950000000
61127.26518,9,3,31396.35501,1,Southern Janatabad,6000000000
67055.44684,9,3,32034.98064,2,Saadat Abad,1275000000
71043.31325,9,1,20763.60414,4,Saadat Abad,4700000000
57838.74463,8,3,37771.43326,4,Atabak,4450000000
48144.05321,6,2,23465.38298,2,Saadat Abad,4800000000
67952.40464,8,3,58782.22227,1,Saadat Abad,3570000000
68467.21725,6,5,46594.48736,3,Saadat Abad,4500000000
66767.89811,5,3,46125.22421,2,Damavand,1030000000
77135.46666,7,1,32779.68791,4,Saadat Abad,6890000000
64916.09513,6,1,39315.51149,5,Central Janatabad,2185000000
50343.76352,6,2,27445.87674,4,Shahran,10500000000
62036.63113,5,3,14790.21577,3,Yousef Abad,1206000000
59467.85738,5,2,36436.49233,2,Shahran,3350000000
55306.91147,9,5,32446.99907,1,Darabad,12000000000
76027.94493,6,4,37462.22283,1,Si Metri Ji,9750000000
63317.04759,7,1,43523.95175,4,Narmak,3420000000
71146.50804,6,2,42968.61862,1,Mirdamad,4100000000
70950.42999,7,1,39778.13778,4,Tehransar,2850000000
64603.19152,9,4,33673.90406,2,Jeyhoon,5600000000
69993.96332,8,3,39898.30081,2,Shahr-e-Ziba,1500000000
62367.4524,3,2,23533.22446,4,Yakhchiabad,2250000000
62654.35948,8,3,36718.51231,2,Persian Gulf Martyrs Lake,8750000000
70842.2172,7,5,42987.47933,4,Shoosh,2050000000
64975.88369,5,2,37088.81622,4,Shahrake Quds,4300000000
72200.04105,8,4,42485.44256,2,Jeyhoon,13500000000
62524.55636,8,5,19113.16875,5,Parand,4180000000
68377.38138,8,4,33641.56084,4,Parand,2020000000
61194.47959,7,1,28667.14051,1,West Ferdows Boulevard,2300000000
69147.21858,5,2,42892.70325,4,Southern Janatabad,8320000000
61592.9377,7,2,23011.96422,2,Shahrake Qods,3410000000
72487.49424,9,4,44865.38182,5,Daryan No,1980000000
62949.67395,8,3,30373.06097,1,Parand,2400000000
78605.18989,7,2,18493.05833,5,Velenjak,4500000000
55565.04312,7,1,35680.46768,5,Mehran,15750000000
55845.54616,4,4,43790.66537,1,Persian Gulf Martyrs Lake,8500000000
89026.80942,7,4,38039.55057,1,Ostad Moein,1679000000
76338.66814,3,2,50620.20732,1,Kamranieh,5500000000
53547.01802,8,4,57979.8562,1,Punak,35000000000
74812.69859,7,5,45471.807,1,Sattarkhan,1750000000
63407.6978,3,5,36397.6532,3,Punak,2090000000
54743.73394,6,2,27692.26877,1,Shahran,4130000000
